row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,principal_diagnosis_code,diagnosis_description,diagnosis_version,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
6542482,2019,039,Dodge,MEDICARE,4,65 - 74 years,F,12,R09,Oth symptoms and signs involving the circ and resp sys,0,43,137,"$2,915.55",$242.96,$181.05,"$2,478.55",$206.54,$116.06,$437.00,$36.41,$20.09
6544474,2019,041,Douglas,COMMERCIAL,1,18 years and under,F,71,F41,Other anxiety disorders,0,450,827,"$55,507.12",$781.79,$336.74,"$32,704.53",$460.62,$137.06,"$22,802.59",$321.16,$116.95
6546274,2019,041,Douglas,COMMERCIAL,2,19 - 44 years,M,17,J45,Asthma,0,108,195,"$37,975.38","$2,233.84",$227.72,"$30,878.04","$1,816.35",$116.33,"$7,097.34",$417.49,$90.00
6549778,2019,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,42,E11,Type 2 diabetes mellitus,0,704,478,"$43,284.89","$1,030.59",$282.68,"$42,981.29","$1,023.36",$274.48,$303.60,$7.22,$0.00
7089225,2019,139,Scott,COMMERCIAL,1,18 years and under,M,31,F98,Oth behav/emotn disord w onset usly occur in chldhd and adol,0,60,362,"$9,454.31",$304.97,$232.12,"$5,617.76",$181.21,$160.95,"$3,836.55",$123.75,$65.00
7090449,2019,139,Scott,COMMERCIAL,2,19 - 44 years,F,47,O32,Maternal care for malpresentation of fetus,0,268,550,"$298,839.23","$6,358.28","$3,530.45","$265,868.08","$5,656.76","$3,193.92","$32,971.15",$701.51,$50.02
7091913,2019,139,Scott,COMMERCIAL,3,45 - 64 years,F,45,I48,Atrial fibrillation and flutter,0,838,514,"$374,024.78","$8,311.66",$947.99,"$350,493.89","$7,788.75",$538.58,"$23,530.89",$522.90,$80.00
7092993,2019,139,Scott,COMMERCIAL,3,45 - 64 years,M,31,L81,Other disorders of pigmentation,0,55,360,"$8,664.68",$279.50,$165.55,"$5,479.92",$176.77,$133.92,"$3,184.76",$102.73,$40.00
7096041,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,58,K02,Dental caries,0,621,688,"$102,628.74","$1,769.46","$1,023.83","$102,628.74","$1,769.46","$1,023.83",$0.00,$0.00,$0.00
7097601,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,31,F72,Severe intellectual disabilities,0,"12,485",372,"$2,435,418.26","$78,561.87","$58,431.19","$2,435,082.26","$78,551.04","$58,427.99",$336.00,$10.83,$0.00
7099041,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,23,Z85,Personal history of malignant neoplasm,0,69,270,"$6,567.03",$285.52,$143.72,"$6,332.03",$275.30,$122.83,$235.00,$10.21,$3.00
7102977,2019,139,Scott,MEDICARE,3,45 - 64 years,M,40,E87,"Other disorders of fluid, electrolyte and acid-base balance",0,278,476,"$35,410.80",$885.27,$62.07,"$32,269.65",$806.74,$48.11,"$3,141.15",$78.52,$0.46
7104393,2019,139,Scott,MEDICARE,4,65 - 74 years,F,23,S62,Fracture at wrist and hand level,0,121,276,"$5,675.71",$246.77,$165.69,"$4,607.95",$200.34,$107.09,"$1,067.76",$46.42,$25.00
7105425,2019,139,Scott,MEDICARE,5,75 years and older,F,381,B35,Dermatophytosis,0,"1,336","4,395","$53,405.34",$140.17,$110.66,"$41,793.19",$109.69,$88.53,"$11,612.15",$30.47,$19.68
7106817,2019,139,Scott,MEDICARE,5,75 years and older,M,114,L98,"Oth disorders of skin, subcu, not elsewhere classified",0,390,"1,349","$32,201.89",$282.47,$138.48,"$27,421.87",$240.54,$112.65,"$4,780.02",$41.93,$21.47
7108833,2019,141,Sherburne,COMMERCIAL,2,19 - 44 years,F,35,I83,Varicose veins of lower extremities,0,230,405,"$118,884.14","$3,396.68",$888.81,"$99,150.36","$2,832.86",$557.08,"$19,733.78",$563.82,$85.00
7110129,2019,141,Sherburne,COMMERCIAL,2,19 - 44 years,M,"1,011",Z00,"Encntr for general exam w/o complaint, susp or reprtd dx",0,"3,706","11,682","$383,363.77",$379.19,$327.51,"$337,275.88",$333.60,$316.74,"$46,087.89",$45.58,$0.00
7111569,2019,141,Sherburne,COMMERCIAL,3,45 - 64 years,M,18,M05,Rheumatoid arthritis with rheumatoid factor,0,283,204,"$23,048.43","$1,280.46",$549.36,"$16,850.18",$936.12,$293.23,"$6,198.25",$344.34,$100.00
7113993,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,29,S90,"Superficial injury of ankle, foot and toes",0,68,327,"$4,952.44",$170.77,$128.28,"$4,952.44",$170.77,$128.28,$0.00,$0.00,$0.00
7116033,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,30,H61,Other disorders of external ear,0,57,329,"$2,475.51",$82.51,$74.34,"$2,356.72",$78.55,$72.84,$118.79,$3.95,$0.00
7117233,2019,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,32,R87,Abnormal findings in specimens from female genital organs,0,101,364,"$7,092.47",$221.63,$181.68,"$6,953.47",$217.29,$180.18,$139.00,$4.34,$0.00
7120521,2019,141,Sherburne,MEDICARE,3,45 - 64 years,F,20,I69,Sequelae of cerebrovascular disease,0,240,229,"$122,263.13","$6,113.15",$866.27,"$114,919.53","$5,745.97",$453.12,"$7,343.60",$367.18,$31.09
7122225,2019,141,Sherburne,MEDICARE,4,65 - 74 years,F,27,J84,Other interstitial pulmonary diseases,0,223,301,"$26,538.50",$982.90,$160.31,"$23,621.36",$874.86,$128.20,"$2,917.14",$108.04,$25.22
7123545,2019,141,Sherburne,MEDICARE,4,65 - 74 years,M,88,Z95,Presence of cardiac and vascular implants and grafts,0,510,"1,047","$31,466.38",$357.57,$106.71,"$25,326.46",$287.80,$79.86,"$6,139.92",$69.77,$12.51
7125033,2019,141,Sherburne,MEDICARE,5,75 years and older,M,27,R47,"Speech disturbances, not elsewhere classified",0,108,310,"$21,731.20",$804.85,$204.99,"$19,791.69",$733.02,$204.99,"$1,939.51",$71.83,$34.55
7130025,2019,143,Sibley,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,11,Z79,Long term (current) drug therapy,0,69,128,"$1,464.75",$133.15,$51.42,"$1,452.75",$132.06,$51.42,$12.00,$1.09,$0.00
7133745,2019,143,Sibley,MEDICARE,5,75 years and older,M,47,N40,Benign prostatic hyperplasia,0,247,561,"$21,181.73",$450.67,$117.09,"$19,286.86",$410.35,$87.09,"$1,894.87",$40.31,$0.00
7135593,2019,145,Stearns,COMMERCIAL,2,19 - 44 years,F,173,G44,Other headache syndromes,0,"1,158","2,017","$79,670.08",$460.52,$241.48,"$48,009.12",$277.50,$22.90,"$31,660.96",$183.01,$120.77
6552322,2019,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,20,Z87,Personal history of other diseases and conditions,0,352,227,"$19,750.47",$987.52,$152.82,"$19,737.47",$986.87,$151.32,$13.00,$0.65,$0.00
6556234,2019,041,Douglas,MEDICARE,4,65 - 74 years,M,42,I73,Other peripheral vascular diseases,0,129,503,"$10,277.05",$244.69,$149.58,"$8,948.33",$213.05,$122.29,"$1,328.72",$31.63,$19.05
6557626,2019,041,Douglas,MEDICARE,5,75 years and older,M,16,E66,Overweight and obesity,0,51,189,"$3,172.47",$198.27,$152.52,"$3,043.12",$190.19,$151.08,$129.35,$8.08,$0.00
6561178,2019,043,Faribault,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,22,J45,Asthma,0,138,260,"$9,538.11",$433.55,$352.80,"$9,482.31",$431.01,$341.90,$55.80,$2.53,$0.00
6565282,2019,043,Faribault,MEDICARE,4,65 - 74 years,F,53,M19,Other and unspecified osteoarthritis,0,337,636,"$53,679.08","$1,012.81",$181.00,"$46,542.06",$878.15,$144.40,"$7,137.02",$134.66,$25.00
6568162,2019,045,Fillmore,COMMERCIAL,2,19 - 44 years,M,18,H52,Disorders of refraction and accommodation,0,35,205,"$2,058.62",$114.36,$81.50,"$2,028.62",$112.70,$81.50,$30.00,$1.66,$0.00
6574570,2019,045,Fillmore,MEDICARE,4,65 - 74 years,F,77,M19,Other and unspecified osteoarthritis,0,374,913,"$44,270.61",$574.94,$70.62,"$36,170.87",$469.75,$54.52,"$8,099.74",$105.19,$5.60
6576610,2019,045,Fillmore,MEDICARE,5,75 years and older,M,16,L97,"Non-pressure chronic ulcer of lower limb, NEC",0,129,188,"$21,523.00","$1,345.18",$386.14,"$19,284.57","$1,205.28",$271.71,"$2,238.43",$139.90,$58.13
6580474,2019,047,Freeborn,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,13,Z20,Contact w and (suspected) exposure to communicable diseases,0,79,151,"$3,326.21",$255.86,$233.04,"$3,326.21",$255.86,$233.04,$0.00,$0.00,$0.00
6583138,2019,047,Freeborn,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,13,I10,Essential (primary) hypertension,0,88,150,"$2,746.56",$211.27,$30.00,"$2,746.56",$211.27,$30.00,$0.00,$0.00,$0.00
6587218,2019,047,Freeborn,MEDICARE,5,75 years and older,F,14,D62,Acute posthemorrhagic anemia,0,40,159,"$2,253.78",$160.98,$105.64,"$2,115.86",$151.13,$101.03,$137.92,$9.85,$0.00
6588778,2019,049,Goodhue,COMMERCIAL,1,18 years and under,F,12,N92,"Excessive, frequent and irregular menstruation",0,66,144,"$10,614.12",$884.51,$490.62,"$9,112.37",$759.36,$289.70,"$1,501.75",$125.14,$37.50
6593290,2019,049,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,375,Z23,Encounter for immunization,0,"1,710","4,145","$17,076.18",$45.53,$13.73,"$17,076.18",$45.53,$13.73,$0.00,$0.00,$0.00
6597682,2019,049,Goodhue,MEDICARE,3,45 - 64 years,F,11,I11,Hypertensive heart disease,0,86,129,"$21,137.22","$1,921.56",$217.60,"$17,685.90","$1,607.80",$174.02,"$3,451.32",$313.75,$49.59
6599530,2019,049,Goodhue,MEDICARE,4,65 - 74 years,F,571,Z00,"Encntr for general exam w/o complaint, susp or reprtd dx",0,"1,567","6,845","$105,655.65",$185.03,$160.05,"$102,078.08",$178.77,$150.34,"$3,577.57",$6.26,$0.00
6600946,2019,049,Goodhue,MEDICARE,5,75 years and older,F,258,R06,Abnormalities of breathing,0,"1,834","2,995","$128,861.61",$499.46,$249.69,"$109,804.48",$425.59,$216.05,"$19,057.13",$73.86,$15.22
6606994,2019,051,Grant,MEDICARE,4,65 - 74 years,F,11,J40,"Bronchitis, not specified as acute or chronic",0,56,132,"$4,742.55",$431.14,$182.79,"$3,693.03",$335.73,$162.79,"$1,049.52",$95.41,$66.58
6609202,2019,053,Hennepin,COMMERCIAL,1,18 years and under,F,"1,657",M25,"Other joint disorder, not elsewhere classified",0,"12,409","19,411","$1,486,221.22",$896.93,$417.61,"$1,002,935.47",$605.27,$211.31,"$483,285.75",$291.66,$119.38
6610426,2019,053,Hennepin,COMMERCIAL,1,18 years and under,M,11,Q35,Cleft palate,0,82,132,"$51,346.30","$4,667.84",$529.59,"$44,260.53","$4,023.68",$529.59,"$7,085.77",$644.16,$30.00
6611314,2019,053,Hennepin,COMMERCIAL,2,19 - 44 years,F,96,K20,Esophagitis,0,384,"1,130","$102,581.02","$1,068.55",$540.08,"$72,792.45",$758.25,$369.10,"$29,788.57",$310.29,$48.98
6612058,2019,053,Hennepin,COMMERCIAL,2,19 - 44 years,M,39,A74,Other diseases caused by chlamydiae,0,103,409,"$9,905.55",$253.98,$181.53,"$5,365.64",$137.58,$70.89,"$4,539.91",$116.40,$31.92
6612970,2019,053,Hennepin,COMMERCIAL,2,19 - 44 years,M,258,R91,Abnormal findings on diagnostic imaging of lung,0,664,"2,884","$116,990.75",$453.45,$121.42,"$85,513.96",$331.44,$30.55,"$31,476.79",$122.00,$0.00
6613834,2019,053,Hennepin,COMMERCIAL,3,45 - 64 years,F,74,K75,Other inflammatory liver diseases,0,857,865,"$365,573.76","$4,940.18",$355.81,"$354,036.29","$4,784.27",$256.74,"$11,537.47",$155.91,$4.40
6614650,2019,053,Hennepin,COMMERCIAL,3,45 - 64 years,M,408,D64,Other anemias,0,"2,774","4,733","$174,859.09",$428.57,$137.93,"$139,728.25",$342.47,$79.98,"$35,130.84",$86.10,$0.00
7137249,2019,145,Stearns,COMMERCIAL,3,45 - 64 years,F,190,D22,Melanocytic nevi,0,399,"2,250","$62,469.07",$328.78,$201.35,"$27,637.89",$145.46,$53.46,"$34,831.18",$183.32,$108.93
7138521,2019,145,Stearns,COMMERCIAL,3,45 - 64 years,M,99,K21,Gastro-esophageal reflux disease,0,356,"1,176","$58,182.58",$587.70,$254.95,"$39,138.40",$395.33,$91.10,"$19,044.18",$192.36,$33.30
7140993,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,158",H66,Suppurative and unspecified otitis media,0,"2,872","13,338","$222,625.45",$192.24,$96.09,"$221,077.63",$190.91,$92.90,"$1,547.82",$1.33,$0.00
7142457,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,26,A54,Gonococcal infection,0,71,285,"$1,378.72",$53.02,$38.24,"$1,352.85",$52.03,$36.74,$25.87,$0.99,$0.00
7143393,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,416,Z32,Encntr for preg test and chldbrth and childcare instruction,0,"1,157","4,554","$38,576.58",$92.73,$33.25,"$38,123.18",$91.64,$32.08,$453.40,$1.08,$0.00
7144905,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,33,M81,Osteoporosis without current pathological fracture,0,424,384,"$18,172.72",$550.68,$86.51,"$17,942.90",$543.72,$86.32,$229.82,$6.96,$0.00
7147953,2019,145,Stearns,MEDICARE,2,19 - 44 years,F,31,N89,Other noninflammatory disorders of vagina,0,210,363,"$5,811.23",$187.45,$141.91,"$4,949.26",$159.65,$130.36,$861.97,$27.80,$12.60
7149801,2019,145,Stearns,MEDICARE,3,45 - 64 years,M,69,F43,"Reaction to severe stress, and adjustment disorders",0,375,785,"$31,792.51",$460.76,$168.33,"$24,408.00",$353.73,$123.25,"$7,384.51",$107.02,$49.00
7151169,2019,145,Stearns,MEDICARE,4,65 - 74 years,F,28,R45,Symptoms and signs involving emotional state,0,96,336,"$9,318.10",$332.78,$143.49,"$8,313.06",$296.89,$139.53,"$1,005.04",$35.89,$16.64
7152345,2019,145,Stearns,MEDICARE,5,75 years and older,F,13,C64,"Malignant neoplasm of kidney, except renal pelvis",0,305,150,"$66,391.53","$5,107.04","$1,531.98","$57,269.24","$4,405.32","$1,295.47","$9,122.29",$701.71,$209.48
7153473,2019,145,Stearns,MEDICARE,5,75 years and older,M,51,H10,Conjunctivitis,0,95,608,"$7,699.90",$150.97,$90.82,"$5,906.31",$115.81,$61.75,"$1,793.59",$35.16,$15.22
7157193,2019,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,38,S09,Other and unspecified injuries of head,0,134,429,"$8,685.16",$228.55,$238.48,"$8,685.16",$228.55,$238.48,$0.00,$0.00,$0.00
7159233,2019,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,E53,Deficiency of other B group vitamins,0,80,126,"$1,902.83",$172.98,$40.21,"$1,884.63",$171.33,$40.21,$18.20,$1.65,$0.00
7163673,2019,147,Steele,MEDICARE,4,65 - 74 years,F,24,N28,"Oth disorders of kidney and ureter, not elsewhere classified",0,85,287,"$3,418.91",$142.45,$82.31,"$2,492.07",$103.83,$74.14,$926.84,$38.61,$0.00
7165137,2019,147,Steele,MEDICARE,5,75 years and older,F,180,R10,Abdominal and pelvic pain,0,"1,296","2,083","$91,164.01",$506.46,$175.62,"$74,625.53",$414.58,$144.43,"$16,538.48",$91.88,$28.65
7171521,2019,149,Stevens,MEDICARE,4,65 - 74 years,M,15,C61,Malignant neoplasm of prostate,0,649,176,"$138,826.75","$9,255.11","$6,474.98","$109,331.04","$7,288.73","$5,259.28","$29,495.71","$1,966.38",$296.34
7175913,2019,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,11,L30,Other and unspecified dermatitis,0,20,126,$953.33,$86.66,$58.33,$932.13,$84.73,$58.33,$21.20,$1.92,$3.00
7181025,2019,153,Todd,COMMERCIAL,1,18 years and under,F,13,H10,Conjunctivitis,0,19,154,"$2,457.29",$189.02,$182.67,$814.09,$62.62,$3.04,"$1,643.20",$126.40,$114.39
7184961,2019,153,Todd,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,O32,Maternal care for malpresentation of fetus,0,40,139,"$22,854.05","$1,904.50",$180.38,"$22,854.05","$1,904.50",$180.38,$0.00,$0.00,$0.00
7121895,2019,141,Sherburne,MEDICARE,4,65 - 74 years,F,121,D12,"Benign neoplasm of colon, rectum, anus and anal canal",0,324,"1,452","$75,802.73",$626.46,$116.04,"$67,961.15",$561.66,$93.81,"$7,841.58",$64.80,$11.79
7123119,2019,141,Sherburne,MEDICARE,4,65 - 74 years,M,83,K21,Gastro-esophageal reflux disease,0,322,992,"$40,637.53",$489.60,$156.28,"$36,318.62",$437.57,$127.25,"$4,318.91",$52.03,$10.00
7124175,2019,141,Sherburne,MEDICARE,5,75 years and older,F,126,R00,Abnormalities of heart beat,0,589,"1,483","$59,031.74",$468.50,$161.63,"$49,395.58",$392.02,$142.42,"$9,636.16",$76.47,$9.06
7127463,2019,143,Sibley,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,31,F41,Other anxiety disorders,0,194,364,"$24,174.76",$779.83,$187.07,"$24,174.76",$779.83,$187.07,$0.00,$0.00,$0.00
7132479,2019,143,Sibley,MEDICARE,4,65 - 74 years,M,15,M51,"Thoracic, thoracolum, and lumbosacral intvrt disc disorders",0,135,180,"$43,519.65","$2,901.31",$82.38,"$41,051.15","$2,736.74",$73.06,"$2,468.50",$164.56,$14.91
7134447,2019,145,Stearns,COMMERCIAL,1,18 years and under,F,240,R10,Abdominal and pelvic pain,0,"1,363","2,824","$125,207.98",$521.69,$257.63,"$54,170.23",$225.70,$18.01,"$71,037.75",$295.99,$103.50
7136127,2019,145,Stearns,COMMERCIAL,2,19 - 44 years,F,21,R56,"Convulsions, not elsewhere classified",0,184,232,"$43,217.94","$2,057.99","$1,573.62","$33,683.39","$1,603.97","$1,239.09","$9,534.55",$454.02,$0.00
7137495,2019,145,Stearns,COMMERCIAL,3,45 - 64 years,F,29,I51,Complications and ill-defined descriptions of heart disease,0,70,343,"$24,003.99",$827.72,$365.64,"$15,094.26",$520.49,$148.29,"$8,909.73",$307.23,$0.00
7138743,2019,145,Stearns,COMMERCIAL,3,45 - 64 years,M,123,R00,Abnormalities of heart beat,0,620,"1,447","$77,106.02",$626.87,$327.55,"$43,815.38",$356.22,$102.25,"$33,290.64",$270.65,$25.00
7141503,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,103,S93,"Disloc & sprain of joints & ligaments at ankl, ft & toe lev",0,362,"1,194","$26,343.56",$255.76,$159.39,"$26,051.74",$252.92,$159.39,$291.82,$2.83,$0.00
7142847,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,113,K04,Diseases of pulp and periapical tissues,0,276,"1,249","$19,725.26",$174.55,$85.66,"$19,449.96",$172.12,$83.51,$275.30,$2.43,$0.00
7144215,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,14,S82,"Fracture of lower leg, including ankle",0,209,143,"$40,847.11","$2,917.65",$710.28,"$40,825.41","$2,916.10",$705.43,$21.70,$1.55,$0.00
7145487,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,G35,Multiple sclerosis,0,"1,821",134,"$396,176.31","$33,014.69","$18,664.25","$395,960.71","$32,996.72","$18,658.15",$215.60,$17.96,$3.00
7149111,2019,145,Stearns,MEDICARE,3,45 - 64 years,F,26,I83,Varicose veins of lower extremities,0,184,311,"$32,219.64","$1,239.21",$331.11,"$25,184.62",$968.63,$266.67,"$7,035.02",$270.57,$64.43
7150287,2019,145,Stearns,MEDICARE,3,45 - 64 years,M,55,R94,Abnormal results of function studies,0,147,643,"$12,516.59",$227.57,$74.13,"$10,184.33",$185.16,$64.05,"$2,332.26",$42.40,$5.86
7151199,2019,145,Stearns,MEDICARE,4,65 - 74 years,F,16,R80,Proteinuria,0,86,192,$903.01,$56.43,$12.44,$862.79,$53.92,$12.44,$40.22,$2.51,$0.00
7152231,2019,145,Stearns,MEDICARE,4,65 - 74 years,M,936,Z12,Encounter for screening for malignant neoplasms,0,"5,348","11,216","$714,123.40",$762.95,$498.69,"$627,122.96",$670.00,$498.69,"$87,000.44",$92.94,$0.00
7153143,2019,145,Stearns,MEDICARE,5,75 years and older,F,"1,903",Z12,Encounter for screening for malignant neoplasms,0,"7,717","22,812","$673,802.20",$354.07,$191.34,"$632,226.92",$332.22,$191.27,"$41,575.28",$21.84,$0.00
7155351,2019,147,Steele,COMMERCIAL,2,19 - 44 years,M,25,M54,Dorsalgia,0,142,275,"$65,090.25","$2,603.61",$712.08,"$50,842.87","$2,033.71",$207.92,"$14,247.38",$569.89,$245.47
7159239,2019,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,41,E66,Overweight and obesity,0,126,454,"$18,189.06",$443.63,$105.51,"$17,783.86",$433.75,$105.51,$405.20,$9.88,$0.00
7162935,2019,147,Steele,MEDICARE,3,45 - 64 years,M,11,M70,"Soft tissue disorders related to use, overuse and pressure",0,80,132,"$9,476.81",$861.52,$175.79,"$7,432.00",$675.63,$163.27,"$2,044.81",$185.89,$47.81
7165191,2019,147,Steele,MEDICARE,5,75 years and older,F,13,R74,Abnormal serum enzyme levels,0,50,146,"$9,342.06",$718.62,$71.70,"$7,699.41",$592.26,$57.34,"$1,642.65",$126.35,$0.00
7168863,2019,149,Stevens,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,39,Z39,Encounter for maternal postpartum care and examination,0,169,404,"$13,946.32",$357.59,$260.00,"$13,946.32",$357.59,$260.00,$0.00,$0.00,$0.00
7174983,2019,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,23,F33,"Major depressive disorder, recurrent",0,663,269,"$68,709.76","$2,987.38","$1,037.58","$68,709.76","$2,987.38","$1,037.58",$0.00,$0.00,$0.00
7180959,2019,151,Swift,MEDICARE,5,75 years and older,M,23,Z85,Personal history of malignant neoplasm,0,164,276,"$10,416.64",$452.89,$218.16,"$6,835.96",$297.21,$169.36,"$3,580.68",$155.68,$52.45
7184655,2019,153,Todd,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,F10,Alcohol related disorders,0,314,136,"$58,855.05","$4,904.58",$859.91,"$58,840.77","$4,903.39",$859.91,$14.28,$1.19,$0.00
7189503,2019,153,Todd,MEDICARE,4,65 - 74 years,M,19,J06,Acute upper resp infections of multiple and unsp sites,0,48,228,"$5,207.72",$274.09,$258.38,"$4,436.72",$233.51,$219.27,$771.00,$40.57,$29.80
7193559,2019,155,Traverse,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,16,H52,Disorders of refraction and accommodation,0,74,192,"$2,004.86",$125.30,$111.51,"$1,923.86",$120.24,$111.51,$81.00,$5.06,$0.00
7199367,2019,157,Wabasha,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,19,K21,Gastro-esophageal reflux disease,0,82,213,"$4,737.31",$249.33,$158.31,"$4,713.31",$248.06,$155.88,$24.00,$1.26,$0.00
7203855,2019,157,Wabasha,MEDICARE,4,65 - 74 years,F,30,R41,Oth symptoms and signs w cognitive functions and awareness,0,179,350,"$21,192.95",$706.43,$534.07,"$18,322.43",$610.74,$452.87,"$2,870.52",$95.68,$44.24
7206303,2019,159,Wadena,COMMERCIAL,1,18 years and under,F,16,R30,Pain associated with micturition,0,55,189,"$3,348.14",$209.25,$180.37,$891.96,$55.74,$4.60,"$2,456.18",$153.51,$114.30
7210311,2019,159,Wadena,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,175,M99,"Biomechanical lesions, not elsewhere classified",0,"1,024","1,992","$26,048.21",$148.84,$99.64,"$23,330.91",$133.31,$87.90,"$2,717.30",$15.52,$6.00
7214751,2019,159,Wadena,MEDICARE,3,45 - 64 years,M,29,M19,Other and unspecified osteoarthritis,0,126,346,"$14,853.02",$512.17,$113.97,"$12,291.18",$423.83,$55.39,"$2,561.84",$88.33,$50.00
7216503,2019,159,Wadena,MEDICARE,5,75 years and older,F,23,I35,Nonrheumatic aortic valve disorders,0,178,256,"$221,841.55","$9,645.28",$707.37,"$215,626.65","$9,375.07",$518.74,"$6,214.90",$270.21,$85.00
7220343,2019,161,Waseca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,26,H10,Conjunctivitis,0,39,302,"$2,926.91",$112.57,$72.01,"$2,926.91",$112.57,$72.01,$0.00,$0.00,$0.00
7225815,2019,161,Waseca,MEDICARE,4,65 - 74 years,M,109,M25,"Other joint disorder, not elsewhere classified",0,640,"1,299","$41,991.11",$385.23,$270.45,"$31,422.60",$288.28,$176.90,"$10,568.51",$96.95,$57.98
7227399,2019,163,Washington,COMMERCIAL,1,18 years and under,F,60,E55,Vitamin D deficiency,0,149,711,"$7,458.59",$124.30,$77.50,"$5,459.65",$90.99,$54.29,"$1,998.94",$33.31,$0.00
7228959,2019,163,Washington,COMMERCIAL,1,18 years and under,M,32,S91,"Open wound of ankle, foot and toes",0,73,382,"$13,132.41",$410.38,$280.12,"$6,550.93",$204.71,$136.69,"$6,581.48",$205.67,$169.17
7230159,2019,163,Washington,COMMERCIAL,2,19 - 44 years,M,14,A04,Other bacterial intestinal infections,0,53,168,"$29,512.28","$2,108.02",$269.08,"$27,940.80","$1,995.77",$176.02,"$1,571.48",$112.24,$12.70
7231407,2019,163,Washington,COMMERCIAL,3,45 - 64 years,F,136,G44,Other headache syndromes,0,560,"1,614","$83,310.21",$612.57,$290.70,"$66,106.22",$486.07,$218.06,"$17,203.99",$126.49,$25.00
7232175,2019,163,Washington,COMMERCIAL,3,45 - 64 years,F,406,Z71,"Persons encntr health serv for oth cnsl and med advice, NEC",0,"1,168","4,790","$125,072.69",$308.06,$250.65,"$105,971.12",$261.01,$188.38,"$19,101.57",$47.04,$0.00
7233183,2019,163,Washington,COMMERCIAL,3,45 - 64 years,M,313,Z71,"Persons encntr health serv for oth cnsl and med advice, NEC",0,984,"3,696","$116,863.60",$373.36,$256.02,"$105,548.72",$337.21,$239.46,"$11,314.88",$36.14,$0.00
7235127,2019,163,Washington,COMMERCIAL,5,75 years and older,F,38,R94,Abnormal results of function studies,0,115,453,"$1,750.49",$46.06,$3.39,"$1,096.22",$28.84,$3.13,$654.27,$17.21,$0.00
7236951,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,101,H50,Other strabismus,0,353,"1,179","$36,761.98",$363.98,$149.12,"$36,761.98",$363.98,$149.12,$0.00,$0.00,$0.00
7238247,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,85,O23,Infections of genitourinary tract in pregnancy,0,596,925,"$34,105.41",$401.24,$131.19,"$34,065.41",$400.76,$128.74,$40.00,$0.47,$0.00
